topology,iteration,alg,lambda,primal_error,dual_residual,real_primal_residual,real_dual_residual,objective,total_communication,root_communication,maxnodeiters,optimal_value
1,11,hADMM,1.0e-5,19.697901060075576,0.09338883741993897,0.09338883741993897,0.16959680429026225,1.2760700097655791e6,583.0,55.0,106,1.2310890034544498e6
1,12,hADMM,1.0e-5,19.232410226930828,0.14057864600577874,0.14057864600577874,0.21536726415658536,1.2744612871767739e6,636.0,60.0,106,1.2310890034544498e6
1,13,hADMM,1.0e-5,18.791152592072102,0.03590425120050955,0.03590425120050955,0.1405383688478783,1.2756638052086192e6,689.0,65.0,106,1.2310890034544498e6
1,14,hADMM,1.0e-5,18.373611778959347,0.0038011605847519947,0.0038011605847519947,0.0738729345196088,1.2764337826841646e6,742.0,70.0,106,1.2310890034544498e6
1,15,hADMM,1.0e-5,17.964701928904415,0.020851768455351305,0.020851768455351305,0.07321704565870407,1.2754112773229457e6,795.0,75.0,106,1.2310890034544498e6
1,16,hADMM,1.0e-5,17.561496565938597,0.019258237858088556,0.019258237858088556,0.0721715834222969,1.2728160584216428e6,848.0,80.0,106,1.2310890034544498e6
1,17,hADMM,1.0e-5,17.16536775331913,0.009264319035603208,0.009264319035603208,0.0717375719950143,1.26953387489261e6,901.0,85.0,106,1.2310890034544498e6
1,18,hADMM,1.0e-5,16.777780437291426,0.0012251680051158509,0.0012251680051158509,0.07114435263476016,1.2663454317281218e6,954.0,90.0,106,1.2310890034544498e6
1,19,hADMM,1.0e-5,16.399208813069293,0.004708340683911905,0.004708340683911905,0.07014888281786147,1.2636024062115988e6,1007.0,95.0,106,1.2310890034544498e6
1,20,hADMM,1.0e-5,16.029621583828668,0.0046196678597503205,0.0046196678597503205,0.06939859244811863,1.261278415718656e6,1060.0,100.0,106,1.2310890034544498e6
1,21,hADMM,1.0e-5,15.66898081187292,0.002412832676007559,0.002412832676007559,0.0687684232323752,1.2591760773923928e6,1113.0,105.0,106,1.2310890034544498e6
1,22,hADMM,1.0e-5,15.318470520355017,0.018683495196704314,0.018683495196704314,0.06350084460217442,1.257310264478069e6,1166.0,110.0,106,1.2310890034544498e6
1,23,hADMM,1.0e-5,14.976068934069284,0.030676532816225732,0.030676532816225732,0.05302593024551583,1.2557889523030568e6,1219.0,115.0,106,1.2310890034544498e6
1,24,hADMM,1.0e-5,14.632154319687244,0.028618520830184346,0.028618520830184346,0.04168921610876275,1.254631535268717e6,1272.0,120.0,106,1.2310890034544498e6
1,25,hADMM,1.0e-5,14.28459226170676,0.019476457409397963,0.019476457409397963,0.04252853679219504,1.2537525271663247e6,1325.0,125.0,106,1.2310890034544498e6
1,26,hADMM,1.0e-5,13.938039293619124,0.0076852876495376865,0.0076852876495376865,0.04421189018617322,1.2530089799315648e6,1378.0,130.0,106,1.2310890034544498e6
1,27,hADMM,1.0e-5,13.596824739794213,0.0028232744473624116,0.0028232744473624116,0.04365826666541617,1.2522583341010453e6,1431.0,135.0,106,1.2310890034544498e6
1,28,hADMM,1.0e-5,13.263214119759219,0.009320748438386595,0.009320748438386595,0.042113045049177567,1.2514022498847847e6,1484.0,140.0,106,1.2310890034544498e6
1,29,hADMM,1.0e-5,12.937741644122113,0.0110272940162357,0.0110272940162357,0.0404016044986617,1.2504062205668094e6,1537.0,145.0,106,1.2310890034544498e6
1,30,hADMM,1.0e-5,12.619764537318643,0.008887195172917917,0.008887195172917917,0.041390065771115925,1.2492937479548624e6,1590.0,150.0,106,1.2310890034544498e6
1,31,hADMM,1.0e-5,12.314480086664858,0.02893673701015942,0.02893673701015942,0.042861378342089695,1.2484916404644593e6,1643.0,155.0,106,1.2310890034544498e6
1,32,hADMM,1.0e-5,11.98114812538942,0.025130876931067636,0.025130876931067636,0.04267296659791686,1.2476803217755496e6,1696.0,160.0,106,1.2310890034544498e6
1,33,hADMM,1.0e-5,11.64610534584918,0.01718331551096175,0.01718331551096175,0.04130909682332651,1.2468096887371927e6,1749.0,165.0,106,1.2310890034544498e6
1,34,hADMM,1.0e-5,11.33807634595987,0.005225738860472839,0.005225738860472839,0.04544897347530985,1.2459169597347893e6,1802.0,170.0,106,1.2310890034544498e6
1,35,hADMM,1.0e-5,11.029815343497772,0.0037243002494187216,0.0037243002494187216,0.04497743792213327,1.2450314828029624e6,1855.0,175.0,106,1.2310890034544498e6
1,36,hADMM,1.0e-5,10.722060043211673,0.0047357988065117596,0.0047357988065117596,0.0424503989998517,1.244183498332324e6,1908.0,180.0,106,1.2310890034544498e6
1,37,hADMM,1.0e-5,10.416837762073904,0.004195773371170386,0.004195773371170386,0.04138317000157121,1.2433941661691745e6,1961.0,185.0,106,1.2310890034544498e6
1,38,hADMM,1.0e-5,10.114587198827804,0.0036547465334224594,0.0036547465334224594,0.03964223996153571,1.2426659668845022e6,2014.0,190.0,106,1.2310890034544498e6
1,39,hADMM,1.0e-5,9.815780982864368,0.002906092461737453,0.002906092461737453,0.03847249101426797,1.2419846495480961e6,2067.0,195.0,106,1.2310890034544498e6
1,40,hADMM,1.0e-5,9.520747972243482,0.001254429085771891,0.001254429085771891,0.039112552020657,1.241328348866765e6,2120.0,200.0,106,1.2310890034544498e6
1,41,hADMM,1.0e-5,9.22961632779493,0.0006922881906383793,0.0006922881906383793,0.03907561604961396,1.2406769309013255e6,2173.0,205.0,106,1.2310890034544498e6
1,42,hADMM,1.0e-5,8.942410766756243,0.0014555872992567664,0.0014555872992567664,0.0385978853063369,1.2400177018058025e6,2226.0,210.0,106,1.2310890034544498e6
1,43,hADMM,1.0e-5,8.65914972655385,0.001769814746805931,0.001769814746805931,0.038019600238268225,1.2393468300117818e6,2279.0,215.0,106,1.2310890034544498e6
1,44,hADMM,1.0e-5,8.379861630315919,0.001494711549256511,0.001494711549256511,0.0378829930543243,1.2386676267427872e6,2332.0,220.0,106,1.2310890034544498e6
1,45,hADMM,1.0e-5,8.1045559313982,0.0009961181588247214,0.0009961181588247214,0.03791573291886907,1.237987348372524e6,2385.0,225.0,106,1.2310890034544498e6
1,46,hADMM,1.0e-5,7.833208394239689,0.0006931203864526392,0.0006931203864526392,0.03770829966075451,1.2373139484255519e6,2438.0,230.0,106,1.2310890034544498e6
1,47,hADMM,1.0e-5,7.5657797194359615,0.0005048087813268598,0.0005048087813268598,0.03732345071112264,1.236653672924864e6,2491.0,235.0,106,1.2310890034544498e6
1,48,hADMM,1.0e-5,7.385149854920382,0.030924331600998833,0.030924331600998833,0.036551460942159775,1.236551983004325e6,2544.0,240.0,106,1.2310890034544498e6
1,49,hADMM,1.0e-5,7.232689928426063,0.01770112211107211,0.01770112211107211,0.019028544367135414,1.2365160235385608e6,2597.0,245.0,106,1.2310890034544498e6
1,50,hADMM,1.0e-5,7.092369194638707,0.012978992481869955,0.012978992481869955,0.020055794118311043,1.2364142944047854e6,2650.0,250.0,106,1.2310890034544498e6
1,51,hADMM,1.0e-5,6.9631604194728975,0.00947918627358968,0.00947918627358968,0.018919964824481106,1.2362530161622926e6,2703.0,255.0,106,1.2310890034544498e6
1,52,hADMM,1.0e-5,6.841626164203974,0.005356339669811971,0.005356339669811971,0.02092389434844777,1.2360533820944712e6,2756.0,260.0,106,1.2310890034544498e6
1,53,hADMM,1.0e-5,6.723384700942658,0.0018005404871503927,0.0018005404871503927,0.022172653203888726,1.2358438815668724e6,2809.0,265.0,106,1.2310890034544498e6
1,54,hADMM,1.0e-5,6.6045101898572005,0.0022329166435248737,0.0022329166435248737,0.021288994610499268,1.2356491238353658e6,2862.0,270.0,106,1.2310890034544498e6
1,55,hADMM,1.0e-5,6.482497950074748,0.004193635736351675,0.004193635736351675,0.019044665499248548,1.235484344496645e6,2915.0,275.0,106,1.2310890034544498e6
1,56,hADMM,1.0e-5,6.356554214928943,0.004797482042354639,0.004797482042354639,0.016404359956384784,1.2353539205870337e6,2968.0,280.0,106,1.2310890034544498e6
1,57,hADMM,1.0e-5,6.227356746452866,0.004192217484853655,0.004192217484853655,0.015410209403103226,1.235253180428295e6,3021.0,285.0,106,1.2310890034544498e6
1,58,hADMM,1.0e-5,6.096504517660518,0.0027560629658216484,0.0027560629658216484,0.015604524066422432,1.2351719356357255e6,3074.0,290.0,106,1.2310890034544498e6
1,59,hADMM,1.0e-5,5.965886594406626,0.0009947983881231082,0.0009947983881231082,0.015550135131741527,1.2350983255739845e6,3127.0,295.0,106,1.2310890034544498e6
1,60,hADMM,1.0e-5,5.837151014199054,0.0006028930204631244,0.0006028930204631244,0.015366707668065027,1.2350220036652512e6,3180.0,300.0,106,1.2310890034544498e6
1,61,hADMM,1.0e-5,5.711374809231522,0.0016899291925080995,0.0016899291925080995,0.015145271698395302,1.2349361486247093e6,3233.0,305.0,106,1.2310890034544498e6
1,62,hADMM,1.0e-5,5.588955589333051,0.002122515745583975,0.002122515745583975,0.014932557515370704,1.2348381682081758e6,3286.0,310.0,106,1.2310890034544498e6
1,63,hADMM,1.0e-5,5.469686692898926,0.0019514349138916032,0.0019514349138916032,0.015062399253009895,1.2347292631742065e6,3339.0,315.0,106,1.2310890034544498e6
1,64,hADMM,1.0e-5,5.352949622319817,0.0013626965310917782,0.0013626965310917782,0.015631961034741515,1.234613221828681e6,3392.0,320.0,106,1.2310890034544498e6
1,65,hADMM,1.0e-5,5.2379525082113005,0.000597934110021292,0.000597934110021292,0.015836777705858673,1.2344949025054842e6,3445.0,325.0,106,1.2310890034544498e6
1,66,hADMM,1.0e-5,5.123951965496457,0.00011995783078566635,0.00011995783078566635,0.015700688591001155,1.2343788297902867e6,3498.0,330.0,106,1.2310890034544498e6
1,67,hADMM,1.0e-5,5.010412720227021,0.0006289540858983589,0.0006289540858983589,0.015321333141557036,1.234268207309131e6,3551.0,335.0,106,1.2310890034544498e6
1,68,hADMM,1.0e-5,4.897081634278683,0.0008633128640818111,0.0008633128640818111,0.014830493751338936,1.2341644732899559e6,3604.0,340.0,106,1.2310890034544498e6
1,69,hADMM,1.0e-5,4.783978366327106,0.0008335403260406604,0.0008335403260406604,0.0143916303835534,1.2340673886292186e6,3657.0,345.0,106,1.2310890034544498e6
1,70,hADMM,1.0e-5,4.671322719892302,0.000610710355842814,0.000610710355842814,0.014373485309912448,1.2339754884169337e6,3710.0,350.0,106,1.2310890034544498e6
1,71,hADMM,1.0e-5,4.559431873910424,0.00029392762580449094,0.00029392762580449094,0.014334487086758996,1.233886718085702e6,3763.0,355.0,106,1.2310890034544498e6
1,72,hADMM,1.0e-5,4.448619388389432,0.00013021548005553996,0.00013021548005553996,0.014273547113975438,1.2337990539129586e6,3816.0,360.0,106,1.2310890034544498e6
1,73,hADMM,1.0e-5,4.3391200439228115,0.0002696594844140421,0.0002696594844140421,0.014195405165166486,1.2337109666728927e6,3869.0,365.0,106,1.2310890034544498e6
1,74,hADMM,1.0e-5,4.2310521194588775,0.00038066024073168947,0.00038066024073168947,0.014107954666013,1.2336216570095154e6,3922.0,370.0,106,1.2310890034544498e6
1,75,hADMM,1.0e-5,4.1244167089125865,0.0003888494165837919,0.0003888494165837919,0.0140194647325389,1.2335310620932477e6,3975.0,375.0,106,1.2310890034544498e6
1,76,hADMM,1.0e-5,4.019125011333697,0.0003126413463678812,0.0003126413463678812,0.014079811448928559,1.2334396872392124e6,4028.0,380.0,106,1.2310890034544498e6
1,77,hADMM,1.0e-5,3.9150403134156915,0.00021038506264825507,0.00021038506264825507,0.014094978042575923,1.233348344572237e6,4081.0,385.0,106,1.2310890034544498e6
1,78,hADMM,1.0e-5,3.8120212974406606,0.00014355362772189295,0.00014355362772189295,0.014044354582038954,1.233257882901989e6,4134.0,390.0,106,1.2310890034544498e6
1,79,hADMM,1.0e-5,3.7099562518359246,0.000104778435908226,0.000104778435908226,0.013941342662291911,1.2331689745965833e6,4187.0,395.0,106,1.2310890034544498e6
1,80,hADMM,1.0e-5,3.608782353331895,0.00013301824478850754,0.00013301824478850754,0.013808515443723246,1.2330819957912178e6,4240.0,400.0,106,1.2310890034544498e6
1,81,hADMM,1.0e-5,3.508489054277435,0.00014622017053200764,0.00014622017053200764,0.01367009601476199,1.2329970054502096e6,4293.0,405.0,106,1.2310890034544498e6
1,82,hADMM,1.0e-5,3.409108592858392,0.00011834756966822013,0.00011834756966822013,0.013592236710407102,1.2329138042203826e6,4346.0,410.0,106,1.2310890034544498e6
1,83,hADMM,1.0e-5,3.316930556033033,0.003704720499969394,0.003704720499969394,0.013538415748672428,1.2328240949952547e6,4399.0,415.0,106,1.2310890034544498e6
1,84,hADMM,1.0e-5,3.234240583582309,0.006591467242715865,0.006591467242715865,0.013135452360010513,1.2327281989457086e6,4452.0,420.0,106,1.2310890034544498e6
1,85,hADMM,1.0e-5,3.152142617561603,0.003606215773242827,0.003606215773242827,0.012244791087789808,1.2326453982870365e6,4505.0,425.0,106,1.2310890034544498e6
1,86,hADMM,1.0e-5,3.070681039736103,0.003657935032163495,0.003657935032163495,0.01087905739882361,1.2325798510412322e6,4558.0,430.0,106,1.2310890034544498e6
1,87,hADMM,1.0e-5,2.989461474158352,0.0032012521742406097,0.0032012521742406097,0.01076741526123115,1.2325307292860728e6,4611.0,435.0,106,1.2310890034544498e6
1,88,hADMM,1.0e-5,2.9085117996793484,0.002414677918763264,0.002414677918763264,0.011932721071535646,1.2324947025618958e6,4664.0,440.0,106,1.2310890034544498e6
1,89,hADMM,1.0e-5,2.827992712291496,0.001435604688668768,0.001435604688668768,0.012605856606674681,1.2324666911470878e6,4717.0,445.0,106,1.2310890034544498e6
1,90,hADMM,1.0e-5,2.7480866210575328,0.0003991047434994677,0.0003991047434994677,0.01276001987102826,1.2324412346774754e6,4770.0,450.0,106,1.2310890034544498e6
1,91,hADMM,1.0e-5,2.668926802139398,0.0005593387575726361,0.0005593387575726361,0.012439127252236393,1.232413554567893e6,4823.0,455.0,106,1.2310890034544498e6
1,92,hADMM,1.0e-5,2.590577709629026,0.001298649938148877,0.001298649938148877,0.011750964966875,1.2323801834683116e6,4876.0,460.0,106,1.2310890034544498e6
1,93,hADMM,1.0e-5,2.5130491158552806,0.00173790312949329,0.00173790312949329,0.010846394191507569,1.232339216975467e6,4929.0,465.0,106,1.2310890034544498e6
1,94,hADMM,1.0e-5,2.4363200668359064,0.0018486743260053284,0.0018486743260053284,0.009889884116093706,1.2322902892873343e6,4982.0,470.0,106,1.2310890034544498e6
1,95,hADMM,1.0e-5,2.3603561981175796,0.0016614271898112154,0.0016614271898112154,0.009986937292269127,1.2322343554260903e6,5035.0,475.0,106,1.2310890034544498e6
1,96,hADMM,1.0e-5,2.2851162411906114,0.0012513513279392985,0.0012513513279392985,0.010435017059086199,1.2321733395576868e6,5088.0,480.0,106,1.2310890034544498e6
1,97,hADMM,1.0e-5,2.2105523563900786,0.0007174321601572942,0.0007174321601572942,0.010670023436666287,1.2321097045986834e6,5141.0,485.0,106,1.2310890034544498e6
1,98,hADMM,1.0e-5,2.1366108160920305,0.00016258398024615595,0.00016258398024615595,0.010683321715007243,1.2320460054201381e6,5194.0,490.0,106,1.2310890034544498e6
1,99,hADMM,1.0e-5,2.0632364543636075,0.0003331126981267474,0.0003331126981267474,0.010500155917352205,1.2319844907865683e6,5247.0,495.0,106,1.2310890034544498e6
1,100,hADMM,1.0e-5,1.990380205213774,0.0006930852051247882,0.0006930852051247882,0.01017188236736627,1.231926808747336e6,5300.0,500.0,106,1.2310890034544498e6
1,101,hADMM,1.0e-5,1.918006774420767,0.0008897382509525098,0.0008897382509525098,0.009764548241213727,1.231873847612634e6,5353.0,505.0,106,1.2310890034544498e6
1,102,hADMM,1.0e-5,1.8460990312182115,0.0009192703532510116,0.0009192703532510116,0.009346384431457272,1.2318257187456244e6,5406.0,510.0,106,1.2310890034544498e6
1,103,hADMM,1.0e-5,1.7746584885280643,0.0008035109878017366,0.0008035109878017366,0.009551323981316306,1.2317818592626571e6,5459.0,515.0,106,1.2310890034544498e6
1,104,hADMM,1.0e-5,1.703700860508618,0.0005826870706369114,0.0005826870706369114,0.009807194286836074,1.2317412234068061e6,5512.0,520.0,106,1.2310890034544498e6
1,105,hADMM,1.0e-5,1.633249326337289,0.00030658319819831803,0.00030658319819831803,0.00992445809342457,1.2317025151987737e6,5565.0,525.0,106,1.2310890034544498e6
1,106,hADMM,1.0e-5,1.5633273863219495,6.218982483929825e-5,6.218982483929825e-5,0.009901220356283602,1.2316644230890116e6,5618.0,530.0,106,1.2310890034544498e6
1,0,hADMM,2.0e-5,31.37389360019533,NaN,NaN,NaN,1.1199725e6,0.0,0.0,71,1.2310890034544498e6
1,1,hADMM,2.0e-5,30.1652578594349,1.178871139667181,1.178871139667181,0.9998400353393844,1.1259673293978814e6,53.0,5.0,71,1.2310890034544498e6
1,2,hADMM,2.0e-5,29.416028728759915,1.1083006777118891,1.1083006777118891,0.605743910924892,1.1521810347597552e6,106.0,10.0,71,1.2310890034544498e6
1,3,hADMM,2.0e-5,26.310432465487555,1.1662810061614721,1.1662810061614721,0.9145197288406135,1.1840277244008654e6,159.0,15.0,71,1.2310890034544498e6
1,4,hADMM,2.0e-5,22.762863843859805,0.5708347603949048,0.5708347603949048,1.0781848187177236,1.2385084660462076e6,212.0,20.0,71,1.2310890034544498e6
1,5,hADMM,2.0e-5,20.558160153104357,0.6004186004194558,0.6004186004194558,0.724949050377811,1.2879145052053113e6,265.0,25.0,71,1.2310890034544498e6
1,6,hADMM,2.0e-5,19.59174933596256,0.5053181375845757,0.5053181375845757,1.1014115010691794,1.3238229774768408e6,318.0,30.0,71,1.2310890034544498e6
1,7,hADMM,2.0e-5,18.96765788524319,0.963663768778801,0.963663768778801,0.4583456312248031,1.3317585830572809e6,371.0,35.0,71,1.2310890034544498e6
1,8,hADMM,2.0e-5,17.978750500865434,0.3856951775175479,0.3856951775175479,0.5779685912612531,1.3180521632875525e6,424.0,40.0,71,1.2310890034544498e6
1,9,hADMM,2.0e-5,17.305421650284263,0.15664945872262548,0.15664945872262548,0.3855523783301784,1.2964924901722628e6,477.0,45.0,71,1.2310890034544498e6
1,10,hADMM,2.0e-5,16.615653343004738,0.04154646669981299,0.04154646669981299,0.16570961883240698,1.276182950662101e6,530.0,50.0,71,1.2310890034544498e6
1,11,hADMM,2.0e-5,15.821017747037496,0.05821346118650794,0.05821346118650794,0.15354499382135223,1.2644124230417563e6,583.0,55.0,71,1.2310890034544498e6
1,12,hADMM,2.0e-5,15.031431560978255,0.06698802473560783,0.06698802473560783,0.17546934582969598,1.2588862659853846e6,636.0,60.0,71,1.2310890034544498e6
1,13,hADMM,2.0e-5,14.295282644082162,0.03998501757554085,0.03998501757554085,0.1522422716345554,1.2565751261739887e6,689.0,65.0,71,1.2310890034544498e6
1,14,hADMM,2.0e-5,13.609011068869757,0.008826150844338576,0.008826150844338576,0.13432841147043106,1.2548009782553045e6,742.0,70.0,71,1.2310890034544498e6
1,15,hADMM,2.0e-5,12.960699423145405,0.010721198230277507,0.010721198230277507,0.13241494803180465,1.252125892821958e6,795.0,75.0,71,1.2310890034544498e6
1,16,hADMM,2.0e-5,12.345256381038746,0.03493053971271509,0.03493053971271509,0.12122382755655736,1.2487097112173694e6,848.0,80.0,71,1.2310890034544498e6
1,17,hADMM,2.0e-5,11.766327448710323,0.06452428982781999,0.06452428982781999,0.10001903586676342,1.2462591593021508e6,901.0,85.0,71,1.2310890034544498e6
1,18,hADMM,2.0e-5,11.104606869611473,0.05614331191232358,0.05614331191232358,0.07724963386018047,1.2443015013903207e6,954.0,90.0,71,1.2310890034544498e6
1,19,hADMM,2.0e-5,10.444520983558641,0.03855888736087132,0.03855888736087132,0.07724170437242561,1.2428672875817416e6,1007.0,95.0,71,1.2310890034544498e6
1,20,hADMM,2.0e-5,9.860438199799024,0.0063875097353127686,0.0063875097353127686,0.09806180081048099,1.2418068501594244e6,1060.0,100.0,71,1.2310890034544498e6
1,21,hADMM,2.0e-5,9.27544034712495,0.017174665764870145,0.017174665764870145,0.09146704762648117,1.2408460078496854e6,1113.0,105.0,71,1.2310890034544498e6
1,22,hADMM,2.0e-5,8.699120848329523,0.01853302007699531,0.01853302007699531,0.07664936330557781,1.239785820484107e6,1166.0,110.0,71,1.2310890034544498e6
1,23,hADMM,2.0e-5,8.138098732367503,0.014230417019775121,0.014230417019775121,0.07620017861226946,1.238556626323149e6,1219.0,115.0,71,1.2310890034544498e6
1,24,hADMM,2.0e-5,7.595478161570007,0.009797034652798464,0.009797034652798464,0.0779755105375477,1.23718829332952e6,1272.0,120.0,71,1.2310890034544498e6
1,25,hADMM,2.0e-5,7.221309666205214,0.06055156556401231,0.06055156556401231,0.0709298501535498,1.2367091468555082e6,1325.0,125.0,71,1.2310890034544498e6
1,26,hADMM,2.0e-5,6.931126621355946,0.0406091617189559,0.0406091617189559,0.03217110446632376,1.2365342409077927e6,1378.0,130.0,71,1.2310890034544498e6
1,27,hADMM,2.0e-5,6.667263181301824,0.02502010281236,0.02502010281236,0.036612535985033334,1.2362510292790388e6,1431.0,135.0,71,1.2310890034544498e6
1,28,hADMM,2.0e-5,6.424089292726045,0.016432959071661646,0.016432959071661646,0.0379761767939798,1.2358866396769304e6,1484.0,140.0,71,1.2310890034544498e6
1,29,hADMM,2.0e-5,6.194472767518937,0.007236228657318211,0.007236228657318211,0.04212286134544374,1.235488141342745e6,1537.0,145.0,71,1.2310890034544498e6
1,30,hADMM,2.0e-5,5.9701662741951536,0.0016466730055357814,0.0016466730055357814,0.04251391227759249,1.2351019621327461e6,1590.0,150.0,71,1.2310890034544498e6
1,31,hADMM,2.0e-5,5.74449168168724,0.006934769912676275,0.006934769912676275,0.03952976559130139,1.234763211560282e6,1643.0,155.0,71,1.2310890034544498e6
1,32,hADMM,2.0e-5,5.513828756889106,0.009418031321839715,0.009418031321839715,0.034638604586979094,1.2344896267075937e6,1696.0,160.0,71,1.2310890034544498e6
1,33,hADMM,2.0e-5,5.2778541714347,0.00921440474296209,0.00921440474296209,0.029561619264115047,1.2342810324083385e6,1749.0,165.0,71,1.2310890034544498e6
1,34,hADMM,2.0e-5,5.038796287509513,0.007015916213379825,0.007015916213379825,0.02942342923733876,1.234123356155867e6,1802.0,170.0,71,1.2310890034544498e6
1,35,hADMM,2.0e-5,4.800191642561573,0.003748396878815674,0.003748396878815674,0.029679695551899865,1.2339951195393023e6,1855.0,175.0,71,1.2310890034544498e6
1,36,hADMM,2.0e-5,4.565629807234491,0.0003770800284184084,0.0003770800284184084,0.02945682877959488,1.233874210667472e6,1908.0,180.0,71,1.2310890034544498e6
1,37,hADMM,2.0e-5,4.337836329334791,0.0023036133106177914,0.0023036133106177914,0.028957942404928216,1.2337432235369307e6,1961.0,185.0,71,1.2310890034544498e6
1,38,hADMM,2.0e-5,4.118239351470724,0.0038263163719407522,0.0038263163719407522,0.028374585014035558,1.2335924107434205e6,2014.0,190.0,71,1.2310890034544498e6
1,39,hADMM,2.0e-5,3.906979099148103,0.004101525205528311,0.004101525205528311,0.027823705052990144,1.233420098925516e6,2067.0,195.0,71,1.2310890034544498e6
1,40,hADMM,2.0e-5,3.70321482114131,0.003359540645900605,0.003359540645900605,0.02867951596977697,1.2332310725931409e6,2120.0,200.0,71,1.2310890034544498e6
1,41,hADMM,2.0e-5,3.5055684052719602,0.002020759558553742,0.002020759558553742,0.029352965651724128,1.233033812336568e6,2173.0,205.0,71,1.2310890034544498e6
1,42,hADMM,2.0e-5,3.3233687055632566,0.00611914926663637,0.00611914926663637,0.0293218766195969,1.23282380318932e6,2226.0,210.0,71,1.2310890034544498e6
1,43,hADMM,2.0e-5,3.1591881423949566,0.011872591186722126,0.011872591186722126,0.028292414918634323,1.2326095587126534e6,2279.0,215.0,71,1.2310890034544498e6
1,44,hADMM,2.0e-5,2.997467634727254,0.007787772489453504,0.007787772489453504,0.02587121430749484,1.232428022571765e6,2332.0,220.0,71,1.2310890034544498e6
1,45,hADMM,2.0e-5,2.838113491370315,0.00844279907205725,0.00844279907205725,0.02246780308902044,1.232288290355573e6,2385.0,225.0,71,1.2310890034544498e6
1,46,hADMM,2.0e-5,2.6802750126113364,0.007807424294717258,0.007807424294717258,0.020506892995913573,1.2321889505241457e6,2438.0,230.0,71,1.2310890034544498e6
1,47,hADMM,2.0e-5,2.523983907044602,0.006226761563908001,0.006226761563908001,0.023453687788434374,1.2321227978489532e6,2491.0,235.0,71,1.2310890034544498e6
1,48,hADMM,2.0e-5,2.3695738648925078,0.004035239748018116,0.004035239748018116,0.025289780710800125,1.2320786053393506e6,2544.0,240.0,71,1.2310890034544498e6
1,49,hADMM,2.0e-5,2.2174528820963797,0.00159307552004595,0.00159307552004595,0.025898950508633556,1.2320439404379877e6,2597.0,245.0,71,1.2310890034544498e6
1,50,hADMM,2.0e-5,2.067932344445321,0.0007540212273968727,0.0007540212273968727,0.025350386098453637,1.2320074626939364e6,2650.0,250.0,71,1.2310890034544498e6
1,51,hADMM,2.0e-5,1.9211478877014492,0.0026266887722570242,0.0026266887722570242,0.02387541016778938,1.2319604482023541e6,2703.0,255.0,71,1.2310890034544498e6
1,52,hADMM,2.0e-5,1.7770684419253873,0.003827050924702702,0.003827050924702702,0.021814795947539878,1.2318975697278893e6,2756.0,260.0,71,1.2310890034544498e6
1,53,hADMM,2.0e-5,1.635561402735812,0.00426867972897127,0.00426867972897127,0.019549706106779308,1.23181705001957e6,2809.0,265.0,71,1.2310890034544498e6
1,54,hADMM,2.0e-5,1.4964679265635064,0.004000766342464157,0.004000766342464157,0.018748964149191583,1.2317203094128906e6,2862.0,270.0,71,1.2310890034544498e6
1,55,hADMM,2.0e-5,1.3596517081232333,0.0031781403776238726,0.0031781403776238726,0.019832498981526947,1.2316112304821855e6,2915.0,275.0,71,1.2310890034544498e6
1,56,hADMM,2.0e-5,1.2250106559552476,0.002016953078231687,0.002016953078231687,0.020447038971680355,1.2314951840469176e6,2968.0,280.0,71,1.2310890034544498e6
